round,date,factor_id,group,selected,updated_in_b_step,selected_success,unselected_evaluation,unselected_score,unselected_improvement,alpha_before,beta_before,alpha_after,beta_after,success_rate_after,score_final,score_aggregate,score_bayesian,perf_rank_percentile_input,perf_icir_input,perf_ls_return_input,recent_icir_lookback,recent_ls_mean_lookback,recent_ls_sharpe_lookback,recent_win_rate_lookback
2,2014-05-01,good_000,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6442992053382791,0.5761880405093304,0.8032252566058262,0.2222222222222222,2.4887560001094893,0.0007788614655007706,2.488756873926567,0.0007788614655007706,39.664485598870314,0.95
2,2014-05-01,good_001,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6806601968541803,0.5799689698201486,0.9156063932669212,0.4444444444444444,1.919341614022312,0.0007104537900073313,1.9193422009906171,0.0007104537900073313,31.432843151445383,0.95
2,2014-05-01,good_002,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6266968366865348,0.5247827643577455,0.864496338787043,0.3333333333333333,2.0008526977447945,0.0006390082597755003,2.0008533824167425,0.0006390082597755003,30.578980469178543,0.95
2,2014-05-01,good_003,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6849872254886604,0.6027004943783896,0.8769895980792927,0.0,2.9688968361071524,0.0008904127322202345,2.968897986473803,0.0008904127322202345,43.317717312318884,1.0
2,2014-05-01,good_004,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6822788921701008,0.5810286102622938,0.918529549954984,0.1111111111111111,2.8144012184539706,0.0008014802683894353,2.814402302664345,0.0008014802683894353,42.588460044313294,0.95
2,2014-05-01,good_005,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.5298451689747175,0.4127707407576672,0.8030188348145014,0.7777777777777778,1.0007271371358832,0.00045718528952588746,1.0007273772799645,0.00045718528952588746,15.26881929233745,0.75
2,2014-05-01,medium_000,medium,False,True,False,,,,5.0,5.0,5.0,6.0,0.45454545454545453,0.46506589428638084,0.4392884344037322,0.5252133006792278,1.0,0.5967882061522177,0.00025810360047511416,0.5967883663268734,0.00025810360047511416,9.678643598855551,0.7
2,2014-05-01,medium_001,medium,True,False,,,,,5.0,5.0,5.0,5.0,0.5,0.47411546955561124,0.4778503813307857,0.4654006754135377,,,,1.453145224596167,0.0005372081660733418,22.27975967354915,0.9
2,2014-05-01,medium_002,medium,False,False,,failure,0.5100000000000001,-9.628047453886879,5.0,5.0,5.0,5.0,0.5,0.42791993675795026,0.4904386103058277,0.2820430318129031,,,,0.8993707832678888,0.0004475156436231405,12.247524483188966,0.75
2,2014-05-01,medium_003,medium,False,False,,failure,0.5400000000000001,-1.5698105385096994,5.0,5.0,5.0,5.0,0.5,0.44172287519557024,0.44118468612334016,0.44297864969744044,,,,0.8051232885279495,0.00039798708948964024,12.573673949069718,0.8
2,2014-05-01,medium_004,medium,True,True,False,,,,5.0,5.0,5.0,6.0,0.45454545454545453,0.47583314741081617,0.46149972237704107,0.5092778058229581,0.6666666666666666,1.3174814318893364,0.0005694311182779545,1.3174817517452455,0.0005694311182779545,20.05222552342029,0.9
2,2014-05-01,medium_005,medium,True,True,True,,,,5.0,5.0,6.0,5.0,0.5454545454545454,0.5937240260845122,0.5236760489913544,0.7571693059685469,0.5555555555555556,1.5326478027729247,0.00069015421350835,1.532648187801981,0.00069015421350835,24.940269008938085,0.9
2,2014-05-01,medium_006,medium,True,False,,,,,5.0,5.0,5.0,5.0,0.5,0.4848313239539672,0.5050589457813133,0.4376335396901597,,,,1.1800424986505003,0.0004905831513854887,18.438785119966482,0.85
2,2014-05-01,medium_007,medium,False,False,,failure,0.48000000000000004,-9.711181129117847,5.0,5.0,5.0,5.0,0.5,0.3215939447888563,0.31185465803721424,0.34431894720935435,,,,0.21079806790834657,0.00010732883392131637,3.4387070521495873,0.6
2,2014-05-01,medium_008,medium,False,True,False,,,,5.0,5.0,5.0,6.0,0.45454545454545453,0.40254482788764306,0.5261117059670819,0.11422211236895255,0.8888888888888888,0.9685046792527446,0.0004497495970184018,0.9685049068656704,0.0004497495970184018,15.049507644650093,0.75
2,2014-05-01,bad_000,bad,False,False,,success,0.8200000000000002,0.24050100488689452,2.0,8.0,2.5,8.0,0.23809523809523808,0.39362939663497687,0.39435967360410973,0.3919254170403336,,,,0.871343592225404,0.00033159922267096545,13.630094727723794,0.85
