round,date,factor_id,group,selected,updated_in_b_step,selected_success,unselected_evaluation,unselected_score,unselected_improvement,alpha_before,beta_before,alpha_after,beta_after,success_rate_after,score_final,score_aggregate,score_bayesian,perf_rank_percentile_input,perf_icir_input,perf_ls_return_input,recent_icir_lookback,recent_ls_mean_lookback,recent_ls_sharpe_lookback,recent_win_rate_lookback
2,2014-06-19,good_000,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6403034141501882,0.5700403049766113,0.8042506688885344,0.13793103448275862,2.104651720472196,0.0010229020420220024,2.104652408775945,0.0010229020420220024,33.625766554601086,1.0
2,2014-06-19,good_001,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.7112905515928086,0.6245060103606821,0.9137878144677706,0.27586206896551724,1.8086103863477618,0.0009526061843584653,1.8086109340878078,0.0009526061843584653,28.739695476849572,0.9
2,2014-06-19,good_002,good,False,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.4691710262090575,0.4408562681510876,0.5352387950109874,0.7931034482758621,0.9058125640024601,0.0006775718656099758,0.9058127541797772,0.0006775718656099758,14.070521396106821,0.75
2,2014-06-19,good_003,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6507301059938942,0.6033623709314268,0.7612548211396518,0.2413793103448276,1.8329102893606402,0.0010671945168023284,1.832910792078311,0.0010671945168023284,29.329398141474318,0.95
2,2014-06-19,good_004,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.6327363714893621,0.5318575927495383,0.8681201885489511,0.7241379310344828,1.037305152764903,0.0007286026333668153,1.037305387460813,0.0007286026333668153,16.432435400059795,0.8
2,2014-06-19,good_005,good,True,False,,,,,8.0,2.0,8.5,2.0,0.8095238095238095,0.6926240087928877,0.6093721502882152,0.8868783453037901,,,,1.7396202428218344,0.001036815059840878,27.850719093901482,0.95
2,2014-06-19,good_006,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6162292109267081,0.6339356608075861,0.5749141612046594,0.034482758620689655,2.7200998723793104,0.0010599673295687195,2.7201009860474517,0.0010599673295687195,43.4763315386028,1.0
2,2014-06-19,good_007,good,False,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.48476975785118503,0.45043984603638754,0.5648728854190459,0.9310344827586207,0.6997120236574055,0.000479739227855399,0.6997121876707301,0.000479739227855399,11.136314643186202,0.8
2,2014-06-19,good_008,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6365161525572807,0.5531898386711287,0.8309442182916353,0.3793103448275862,1.5191034453273016,0.0008741224651813238,1.519103865927913,0.0008741224651813238,24.13453405709942,0.95
2,2014-06-19,good_009,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6345296988616677,0.5680422755173715,0.7896670199983586,0.5862068965517241,1.2286170675788344,0.0009011873043058546,1.2286173340693542,0.0009011873043058546,19.308353954418735,0.9
2,2014-06-19,good_010,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.5703183111075649,0.4794914220646604,0.7822477188743425,0.6206896551724138,1.2082989113034486,0.0008523332453721305,1.2082991845306004,0.0008523332453721305,19.25906442671381,0.8
2,2014-06-19,good_011,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.5960726305382864,0.5079693723655698,0.8016468996079585,0.41379310344827586,1.4525394461674797,0.0008280961984553327,1.4525398511143601,0.0008280961984553327,23.150504931124438,0.9
2,2014-06-19,good_012,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.5820168518276521,0.5501869602129845,0.6562865989285432,0.10344827586206896,2.179006203991,0.0008674100017605733,2.1790070765020424,0.0008674100017605733,34.43995515436654,0.95
