end_date,stock_code,score
2014-01-01,S000000,1.8351711281350953
2014-01-01,S000001,-0.6597369647846087
2014-01-01,S000002,-0.7246217187985948
2014-01-01,S000003,0.24939350454629855
2014-01-01,S000004,-0.7440798953354312
2014-01-01,S000005,0.985077805742285
2014-01-01,S000006,0.19154502532010068
2014-01-01,S000007,1.3994911619778725
2014-01-01,S000008,-2.390144925986875
2014-01-01,S000009,0.4970401821954177
2014-01-01,S000010,0.6387462671728315
2014-01-01,S000011,0.5285674747596542
2014-01-01,S000012,1.0946395452336868
2014-01-01,S000013,-1.0880134767488774
2014-01-01,S000014,-1.3971754257382374
2014-01-01,S000015,0.6468074444197497
2014-01-01,S000016,1.211676323634526
2014-01-01,S000017,-0.5419995578211789
2014-01-01,S000018,-0.4064303809945108
2014-01-01,S000019,-0.6992028244772073
2014-01-01,S000020,-1.3736692842492473
2014-01-01,S000021,-1.2662094352015267
2014-01-01,S000022,-0.6330417278907609
2014-01-01,S000023,-0.3360067877798874
2014-01-01,S000024,0.18033780877018335
2014-01-01,S000025,-0.20633013309996365
2014-01-01,S000026,0.9918976272683048
2014-01-01,S000027,0.10201122956366054
2014-01-01,S000028,0.1447397857175762
2014-01-01,S000029,0.3322503132065919
2014-01-01,S000030,-1.2071182924901618
2014-01-01,S000031,1.633894122856366
2014-01-01,S000032,1.9232865011676716
2014-01-01,S000033,-0.40071953778689356
2014-01-01,S000034,1.2219600953361733
2014-01-01,S000035,-1.1003467873959853
2014-01-01,S000036,-0.23692333099883015
2014-01-01,S000037,0.07330802726517834
2014-01-01,S000038,0.6632426331944766
2014-01-01,S000039,-1.3420074357504177
2014-01-01,S000040,1.747290500424491
2014-01-01,S000041,1.1577465395664008
2014-01-01,S000042,-0.5093412128498402
2014-01-01,S000043,0.2057975492329948
2014-01-01,S000044,0.10917253651033676
2014-01-01,S000045,1.2107501226032877
2014-01-01,S000046,-0.018345929344872787
2014-01-01,S000047,-0.6769094494183358
2014-01-01,S000048,-1.4622277080801827
2014-01-01,S000049,-2.4537044136835333
2014-01-01,S000050,-0.374538391932938
2014-01-01,S000051,0.9268039165908746
2014-01-01,S000052,1.281771781930755
2014-01-01,S000053,0.6125559588397814
2014-01-01,S000054,-0.09937617046473295
2014-01-01,S000055,-1.2579847026712896
2014-01-01,S000056,0.1265816569736795
2014-01-01,S000057,-0.12828941751382328
2014-01-01,S000058,-0.8915105835451917
2014-01-01,S000059,0.16570133880925764
2014-01-01,S000060,1.0935389868369194
2014-01-01,S000061,1.0253379368894764
2014-01-01,S000062,-1.5016091824428215
2014-01-01,S000063,0.04792674708894943
2014-01-01,S000064,-0.5861159607906468
2014-01-01,S000065,-1.4692864333824427
2014-01-01,S000066,-0.023661613519063193
2014-01-01,S000067,-1.1254025123713554
2014-01-01,S000068,0.2963833348407659
2014-01-01,S000069,1.3744809550342818
2014-01-01,S000070,1.0910175783419676
2014-01-01,S000071,-1.6102054337240064
2014-01-01,S000072,1.5755480590139812
2014-01-01,S000073,0.05833338411849185
2014-01-01,S000074,0.013426263783942714
2014-01-01,S000075,-0.9513733206162716
2014-01-01,S000076,1.1244429007343397
2014-01-01,S000077,1.08175269782474
2014-01-01,S000078,-1.355833843663547
2014-01-01,S000079,-0.0915095790303201
2014-01-01,S000080,2.1364041465482644
2014-01-01,S000081,0.7637845665509295
2014-01-01,S000082,1.0361356949609377
2014-01-01,S000083,0.7045029963055455
2014-01-01,S000084,0.07187261988803699
2014-01-01,S000085,2.346789289124369
2014-01-01,S000086,0.33724490380909045
2014-01-01,S000087,0.5252464892671482
2014-01-01,S000088,0.0679335147422386
2014-01-01,S000089,-0.8778196930497155
2014-01-01,S000090,-0.38562195717030134
2014-01-01,S000091,0.09300989292555106
2014-01-01,S000092,0.73211332481201
