end_date,stock_code,score
2014-01-01,S000000,0.6480223858246039
2014-01-01,S000001,1.3425704916738148
2014-01-01,S000002,-0.1341136802374991
2014-01-01,S000003,-0.375605609302571
2014-01-01,S000004,-0.5139982335462114
2014-01-01,S000005,-0.6469060118855252
2014-01-01,S000006,-0.42156151120222224
2014-01-01,S000007,0.2231275445992229
2014-01-01,S000008,0.5934373744588496
2014-01-01,S000009,-2.6943510329086617
2014-01-01,S000010,-0.8151575204926099
2014-01-01,S000011,0.3479400158966583
2014-01-01,S000012,-0.6689132499812439
2014-01-01,S000013,0.40673827907924365
2014-01-01,S000014,-0.6029784410475432
2014-01-01,S000015,-1.9976788537019243
2014-01-01,S000016,-1.5355045044996034
2014-01-01,S000017,-0.9840706763766954
2014-01-01,S000018,-0.07678815273932732
2014-01-01,S000019,0.036990117109856196
2014-01-01,S000020,-0.43154039480320816
2014-01-01,S000021,1.03465699410218
2014-01-01,S000022,0.8184960233986965
2014-01-01,S000023,0.9343228265125608
2014-01-01,S000024,0.2527252079762241
2014-01-01,S000025,0.8400259174797383
2014-01-01,S000026,-0.34472435117110267
2014-01-01,S000027,2.0537835855965585
2014-01-01,S000028,1.0861453951537285
2014-01-01,S000029,1.2953754807769855
2014-01-01,S000030,-0.599043414257998
2014-01-01,S000031,1.0387402159074925
2014-01-01,S000032,0.5056361626633464
2014-01-01,S000033,0.3111767308871879
2014-01-01,S000034,0.6272328696346723
2014-01-01,S000035,-0.5745202067490056
2014-01-01,S000036,0.7566074705043906
2014-01-01,S000037,-1.1194762301593486
2014-01-01,S000038,0.2221691187819491
2014-01-01,S000039,1.1096241008499041
2014-01-01,S000040,0.5516247633341672
2014-01-01,S000041,-0.4168693789697809
2014-01-01,S000042,0.054026732983452
2014-01-01,S000043,0.2175384574703893
2014-01-01,S000044,0.16001405286854892
2014-01-01,S000045,0.33653291170789834
2014-01-01,S000046,-0.5048076252299376
2014-01-01,S000047,-0.4046947387439154
2014-01-01,S000048,0.6289920213983147
2014-01-01,S000049,0.38649838585555485
2014-01-01,S000050,0.13984250151489552
2014-01-01,S000051,-2.8023104461496238
2014-01-01,S000052,-2.183366323522263
2014-01-01,S000053,1.089235072724212
2014-01-01,S000054,0.4166890467280217
2014-01-01,S000055,-0.6895304941492076
2014-01-01,S000056,0.07170233400444155
2014-01-01,S000057,-0.4234612756573889
2014-01-01,S000058,-1.2029211603964127
2014-01-01,S000059,-2.0224470722715613
2014-01-01,S000060,-0.9604907091833483
2014-01-01,S000061,-0.9915136555814067
2014-01-01,S000062,0.8483874485755859
2014-01-01,S000063,-0.8392605569145356
2014-01-01,S000064,-1.3025325888598924
2014-01-01,S000065,0.11034182131480819
2014-01-01,S000066,0.6122185918594909
2014-01-01,S000067,2.0256828369166238
2014-01-01,S000068,1.6902711473172842
2014-01-01,S000069,-0.5721926513862287
2014-01-01,S000070,-0.843725354055113
2014-01-01,S000071,-0.2577341732356315
2014-01-01,S000072,1.665599610883847
2014-01-01,S000073,-0.06466674445169515
2014-01-01,S000074,-0.07078976999254882
2014-01-01,S000075,0.09052126666422088
2014-01-01,S000076,0.4644010845917764
2014-01-01,S000077,-0.4676179884959753
2014-01-01,S000078,-0.13586384238243812
2014-01-01,S000079,0.7467321270760778
2014-01-01,S000080,-1.7483852636100021
2014-01-01,S000081,-0.26729164994338717
2014-01-01,S000082,1.4418987813629962
2014-01-01,S000083,0.36431835655818157
2014-01-01,S000084,2.548819929643564
2014-01-01,S000085,0.7427853599390797
2014-01-01,S000086,-1.5390618254300326
2014-01-01,S000087,1.256545254824543
2014-01-01,S000088,0.875645988913219
2014-01-01,S000089,-1.4765778183955907
2014-01-01,S000090,0.418526739633056
2014-01-01,S000091,0.6369967468665104
2014-01-01,S000092,-1.340929997998095
2014-01-01,S000093,1.170593714087823
2014-01-01,S000094,0.58290569314975
2014-01-01,S000095,0.8109993604206425
2014-01-01,S000096,0.22907129059313025
2014-01-01,S000097,-0.8689338953248749
2014-01-01,S000098,0.207882881604668
2014-01-01,S000099,0.5735071548915137
2014-01-01,S000100,0.5082979184683112
2014-01-01,S000101,-0.5028001038163575
2014-01-01,S000102,0.09272272224952022
2014-01-01,S000103,0.9440478517841167
2014-01-01,S000104,-0.21739322423143065
2014-01-01,S000105,-0.09159764754391897
2014-01-01,S000106,-0.9005172944666149
2014-01-01,S000107,0.28366484109366497
2014-01-01,S000108,-0.4143026216045841
2014-01-01,S000109,0.9714881917044511
2014-01-01,S000110,-0.21758117505905178
2014-01-01,S000111,-0.955532684306589
2014-01-01,S000112,-1.8561728636124646
2014-01-01,S000113,1.0831067958544083
2014-01-01,S000114,1.3188832360991647
2014-01-01,S000115,1.0857796685530514
2014-01-01,S000116,-0.1499888162701699
2014-01-01,S000117,-0.28728838762110437
2014-01-01,S000118,-0.9120232488845903
2014-01-01,S000119,1.571268814759804
2014-01-01,S000120,-0.8112076593781361
2014-01-01,S000121,0.3108548562108837
2014-01-01,S000122,0.7036387365619174
2014-01-01,S000123,1.6556279030849743
2014-01-01,S000124,2.0701424747068393
2014-01-01,S000125,-1.2278216542758855
2014-01-01,S000126,0.5258570878062366
2014-01-01,S000127,-2.1546087294584826
2014-01-01,S000128,-1.6266321127815824
2014-01-01,S000129,0.519909526800366
2014-01-01,S000130,0.21407943882493743
2014-01-01,S000131,-0.4574638111016869
2014-01-01,S000132,1.763010048389698
2014-01-01,S000133,-1.039422010800146
2014-01-01,S000134,0.051284869014908564
2014-01-01,S000135,2.1876666381500898
2014-01-01,S000136,-1.25891022831607
2014-01-01,S000137,-0.9320422525958503
2014-01-01,S000138,-1.0520699777256635
2014-01-01,S000139,1.2918051292011796
2014-01-01,S000140,-0.5046312424147581
2014-01-01,S000141,-1.0062166458139763
2014-01-01,S000142,-0.057702241154719135
2014-01-01,S000143,0.47252236937414016
2014-01-01,S000144,1.3422928208491651
2014-01-01,S000145,0.34509783227088014
2014-01-01,S000146,-1.1375431146803532
2014-01-01,S000147,-2.1416537278078702
2014-01-01,S000148,-1.0326693007508614
2014-01-01,S000149,-0.9482351046474449
2014-01-01,S000150,1.0957816341923168
2014-01-01,S000151,0.24833935104114416
2014-01-01,S000152,0.09783018490862674
2014-01-01,S000153,0.025081715761783925
2014-01-01,S000154,1.7357239929607
2014-01-01,S000155,0.13555049674636896
2014-01-01,S000156,0.9153829961149103
2014-01-01,S000157,0.6362484558142405
2014-01-01,S000158,0.359861565824607
2014-01-01,S000159,0.6335418834899326
2014-01-01,S000160,0.17787406838751899
2014-01-01,S000161,2.4107845351307096
2014-01-01,S000162,0.10902870666894325
2014-01-01,S000163,1.3703124291175064
