end_date,stock_code,score
2014-01-01,S000000,-0.11596995725927034
2014-01-01,S000001,-2.2164785820510025
2014-01-01,S000002,0.9901329648584033
2014-01-01,S000003,-0.9437387386593254
2014-01-01,S000004,-0.31867108130063626
2014-01-01,S000005,-1.0763590092976394
2014-01-01,S000006,0.3539250718389147
2014-01-01,S000007,-0.7432266748357237
2014-01-01,S000008,0.1783834801770406
2014-01-01,S000009,0.7403682903922385
2014-01-01,S000010,2.263798722596764
2014-01-01,S000011,0.5951000503253756
2014-01-01,S000012,-0.6950098484124292
2014-01-01,S000013,1.3785903611235222
2014-01-01,S000014,-0.7418316770520061
2014-01-01,S000015,0.6019365828047331
2014-01-01,S000016,-0.3592153143675548
2014-01-01,S000017,-0.6584735145135631
2014-01-01,S000018,-0.14967666065973012
2014-01-01,S000019,0.2646665754217998
2014-01-01,S000020,-0.5524489923239405
2014-01-01,S000021,-1.1632865263512586
2014-01-01,S000022,0.8019867778904933
2014-01-01,S000023,-0.156655809894045
2014-01-01,S000024,1.809948907415256
2014-01-01,S000025,1.437313364218342
2014-01-01,S000026,1.014334230329959
2014-01-01,S000027,-0.22755729892202045
2014-01-01,S000028,-0.42431052494868426
2014-01-01,S000029,1.5021551568383198
2014-01-01,S000030,0.8713115976802828
2014-01-01,S000031,0.14737490550540466
2014-01-01,S000032,-0.7621500708997905
2014-01-01,S000033,0.8202495210800452
2014-01-01,S000034,-0.7737607698915483
2014-01-01,S000035,0.36008748917121003
2014-01-01,S000036,-0.6776559161866289
2014-01-01,S000037,-2.5171794111176697
2014-01-01,S000038,-0.37181066625718134
2014-01-01,S000039,-2.3690890909995823
2014-01-01,S000040,0.32211910092844315
2014-01-01,S000041,0.034765825937586994
2014-01-01,S000042,0.6562018884454062
2014-01-01,S000043,-1.715739142307457
2014-01-01,S000044,-1.5132926070020334
2014-01-01,S000045,-0.04973826582697079
2014-01-01,S000046,-1.5062902465402548
2014-01-01,S000047,-1.3662395810327428
2014-01-01,S000048,-0.2983009622121344
2014-01-01,S000049,-0.43204658268424945
2014-01-01,S000050,0.588967396503593
2014-01-01,S000051,0.6167536781269884
2014-01-01,S000052,-0.6603089809662425
2014-01-01,S000053,-2.149128343110766
2014-01-01,S000054,-0.249454600742922
2014-01-01,S000055,0.15209268164356807
2014-01-01,S000056,1.0416243200549886
2014-01-01,S000057,1.2984657648898401
2014-01-01,S000058,0.657696217179733
2014-01-01,S000059,-0.659771500275698
2014-01-01,S000060,-0.4065446197639388
2014-01-01,S000061,-1.2829229308012564
2014-01-01,S000062,0.3841921925343339
2014-01-01,S000063,-0.7714876934638076
2014-01-01,S000064,0.0166462734425245
2014-01-01,S000065,0.3353297135496968
2014-01-01,S000066,0.2726818576223466
2014-01-01,S000067,-1.4146427054553778
2014-01-01,S000068,0.0722349839819124
2014-01-01,S000069,-1.3259811769637093
2014-01-01,S000070,1.444830074309503
2014-01-01,S000071,0.900788177962096
2014-01-01,S000072,-0.16417657014762727
2014-01-01,S000073,-0.27295743408105044
2014-01-01,S000074,0.10926524407082996
2014-01-01,S000075,-0.10733847102598547
2014-01-01,S000076,-0.9025663555757427
2014-01-01,S000077,-0.6587836171439675
2014-01-01,S000078,-0.7603741157754638
2014-01-01,S000079,-1.1712323660402018
2014-01-01,S000080,-0.018017919102626963
2014-01-01,S000081,0.6212850235737305
2014-01-01,S000082,-0.3648477254682279
2014-01-01,S000083,2.867671822857847
2014-01-01,S000084,0.009549854704339446
2014-01-01,S000085,0.5985185507610108
2014-01-01,S000086,-1.5029707456286092
2014-01-01,S000087,-0.7553995420180175
2014-01-01,S000088,0.576961350058131
2014-01-01,S000089,1.4842010523838522
2014-01-01,S000090,-0.1913452458462483
2014-01-01,S000091,-2.885370021753573
2014-01-01,S000092,-1.033616019290599
2014-01-01,S000093,1.0286090917372945
2014-01-01,S000094,-0.02233462717480514
2014-01-01,S000095,0.6707143748555409
2014-01-01,S000096,1.0019375515441564
2014-01-01,S000097,-0.5946741477085483
2014-01-01,S000098,0.18659611577493357
2014-01-01,S000099,0.611446318700296
2014-01-01,S000100,1.7514855811407357
2014-01-01,S000101,-1.64192888664069
2014-01-01,S000102,1.0061599586161893
2014-01-01,S000103,-0.4024859415656
2014-01-01,S000104,-0.56173748809643
2014-01-01,S000105,-0.8035518572169567
2014-01-01,S000106,-1.692282779010282
2014-01-01,S000107,-0.7060309994859981
2014-01-01,S000108,-1.0899390321210043
2014-01-01,S000109,-0.050420188243434645
2014-01-01,S000110,-1.2736240963588392
2014-01-01,S000111,-0.33765342495858547
2014-01-01,S000112,0.9505901836512938
2014-01-01,S000113,-1.465861550977795
2014-01-01,S000114,1.1160910879328696
2014-01-01,S000115,-0.38731525880171425
2014-01-01,S000116,-2.724683663793826
2014-01-01,S000117,0.25104666683791643
2014-01-01,S000118,-1.3802402434371641
2014-01-01,S000119,0.39286213280803944
2014-01-01,S000120,0.35799731672359003
2014-01-01,S000121,-0.5091779712549623
2014-01-01,S000122,1.3191917427177535
