end_date,stock_code,score
2014-01-01,S000000,1.1345160426483858
2014-01-01,S000001,0.934365927345733
2014-01-01,S000002,-1.0122457351096614
2014-01-01,S000003,-1.2179233493487092
2014-01-01,S000004,-1.9800170758987705
2014-01-01,S000005,-0.2801756692722999
2014-01-01,S000006,1.5036277013459627
2014-01-01,S000007,-1.1204859316651148
2014-01-01,S000008,-1.2578790506726598
2014-01-01,S000009,-1.0352204121391675
2014-01-01,S000010,-1.0719873175975194
2014-01-01,S000011,2.1408590137147097
2014-01-01,S000012,0.017567453998378085
2014-01-01,S000013,0.11630447287359028
2014-01-01,S000014,0.027593709263419627
2014-01-01,S000015,-0.22978403517329854
2014-01-01,S000016,-0.4715166063805104
2014-01-01,S000017,-0.5861921354586523
2014-01-01,S000018,-1.0306122225354262
2014-01-01,S000019,0.053514886734501846
2014-01-01,S000020,0.00810434793097152
2014-01-01,S000021,-0.10944447769276675
2014-01-01,S000022,0.9428075049211648
2014-01-01,S000023,-0.1421398306397246
2014-01-01,S000024,0.839629373620693
2014-01-01,S000025,0.8966806164565916
2014-01-01,S000026,0.6287902190919874
2014-01-01,S000027,-0.179321195790373
2014-01-01,S000028,1.694202361816733
2014-01-01,S000029,0.021679062007682035
2014-01-01,S000030,-0.04607311055731902
2014-01-01,S000031,-0.2409521224554123
2014-01-01,S000032,-1.5287198280290148
2014-01-01,S000033,1.947760938260682
2014-01-01,S000034,-0.19804284214883514
2014-01-01,S000035,0.9219601321150267
2014-01-01,S000036,-1.429761601898754
2014-01-01,S000037,1.4569695970562908
2014-01-01,S000038,-1.5789568633016198
2014-01-01,S000039,-0.5558971124978033
2014-01-01,S000040,0.4446731839046495
2014-01-01,S000041,0.3588061240752529
2014-01-01,S000042,-1.2615866572592587
2014-01-01,S000043,-0.3950939937339086
2014-01-01,S000044,1.4627077063539429
2014-01-01,S000045,1.1641777195970997
2014-01-01,S000046,0.7113687119415003
2014-01-01,S000047,-1.2847856968901321
2014-01-01,S000048,-0.8285821564053963
2014-01-01,S000049,0.2401939842404836
2014-01-01,S000050,1.035846710657589
2014-01-01,S000051,-0.9710048996637712
2014-01-01,S000052,0.042979098941144725
2014-01-01,S000053,1.2614789700696407
2014-01-01,S000054,0.2835362426474953
2014-01-01,S000055,-0.5842845717056371
2014-01-01,S000056,0.8039610613645632
2014-01-01,S000057,-0.9320190359119932
2014-01-01,S000058,-0.014312412798768992
2014-01-01,S000059,-0.36270411978216055
2014-01-01,S000060,0.5278693902139961
2014-01-01,S000061,0.4808730236218238
2014-01-01,S000062,0.2659994394117754
2014-01-01,S000063,-0.1808885820001887
2014-01-01,S000064,1.3484654545414172
2014-01-01,S000065,-0.9879335283260783
2014-01-01,S000066,-0.47407568270042555
2014-01-01,S000067,-0.9405864109868498
2014-01-01,S000068,-0.7612181062455786
2014-01-01,S000069,-0.3148051682749483
2014-01-01,S000070,-1.031477456524052
2014-01-01,S000071,0.2065433965814193
2014-01-01,S000072,0.121320457848741
2014-01-01,S000073,0.5748086161516134
2014-01-01,S000074,-0.3715142079357029
2014-01-01,S000075,-0.25857462404940074
