round,date,factor_id,group,selected,updated_in_b_step,selected_success,unselected_evaluation,unselected_score,unselected_improvement,alpha_before,beta_before,alpha_after,beta_after,success_rate_after,score_final,score_aggregate,score_bayesian,perf_rank_percentile_input,perf_icir_input,perf_ls_return_input,recent_icir_lookback,recent_ls_mean_lookback,recent_ls_sharpe_lookback,recent_win_rate_lookback
2,2014-06-19,good_000,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.5672349244096015,0.5498535908514438,0.6077913693786362,0.24489795918367346,1.4954582379859247,0.00073568779615882,1.4954586656316926,0.00073568779615882,23.754516843711446,0.9
2,2014-06-19,good_001,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6621352450666353,0.5643055028892091,0.8904046434806301,0.40816326530612246,1.3013994398146067,0.0007631002033092452,1.3013997505618145,0.0007631002033092452,20.608282349383597,0.85
2,2014-06-19,good_002,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.5548184408203107,0.4916598079835691,0.7021885841060411,0.5918367346938775,1.102240678028349,0.0007157475619690935,1.102240917656699,0.0007157475619690935,17.463016352875155,0.8
2,2014-06-19,good_003,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.5779995177060075,0.47559798849746004,0.8169364191926185,0.5714285714285714,1.1219731925889715,0.0006244549278749516,1.1219734761563538,0.0006244549278749516,17.872253446950594,0.85
2,2014-06-19,good_004,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.7141831370706476,0.6175036543067995,0.9397685968529599,0.0,3.2143719368371757,0.0010813948494611354,3.2143732793612574,0.0010813948494611354,51.42215954965977,1.0
2,2014-06-19,good_005,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6141775742966218,0.4777196038895849,0.9325795052463745,0.6122448979591837,1.0892009412195292,0.0005990946464651309,1.0892012202319925,0.0005990946464651309,17.355525601009358,0.9
2,2014-06-19,good_006,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.691606047618368,0.6207922023946845,0.8568383531402962,0.04081632653061224,2.531747448827918,0.0009698936954183966,2.5317483786580017,0.0009698936954183966,40.591001796074714,1.0
2,2014-06-19,good_007,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.5733082864462735,0.5274535367350777,0.6803027024390642,0.3469387755102041,1.3671977767628742,0.0007840840055241051,1.3671981129512951,0.0007840840055241051,21.457129265557086,0.9
2,2014-06-19,good_008,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6217044149516626,0.5777260886483054,0.7243205096594961,0.10204081632653061,1.9970876988754669,0.0008757599863033245,1.9970883382493578,0.0008757599863033245,31.781508113651956,0.9
2,2014-06-19,good_009,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.5306983305177351,0.47143806606770866,0.6689722809011303,0.8571428571428571,0.6676184960849029,0.0005193304614403845,0.6676186169210698,0.0005193304614403845,10.630496874914432,0.75
2,2014-06-19,good_010,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6971381255420049,0.6259996110413758,0.8631279927101397,0.02040816326530612,2.6226767913573137,0.001056182976937476,2.6226777077233985,0.001056182976937476,41.85921718278484,1.0
2,2014-06-19,good_011,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6707052757515266,0.5618919345777372,0.924603071823702,0.1836734693877551,1.5494534087241376,0.0008015148142977421,1.5494538307026275,0.0008015148142977421,24.664140562243986,0.95
2,2014-06-19,good_012,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6470883991970217,0.5215664846542658,0.9399728664634522,0.42857142857142855,1.297894189007179,0.0007016235991252532,1.297894523219368,0.0007016235991252532,20.42934632488939,0.85
2,2014-06-19,good_013,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6092262065756291,0.5572963438083479,0.730395886365952,0.2653061224489796,1.468003079765044,0.0008064739244863816,1.4680034543960505,0.0008064739244863816,23.48711840452847,0.9
2,2014-06-19,good_014,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.5295181689942564,0.4509058901012595,0.7129468197445827,0.7959183673469388,0.7916295352594469,0.0004530301402581455,0.7916297285334748,0.0004530301402581455,12.375000560015755,0.65
2,2014-06-19,good_015,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.5686622326371493,0.5168488764309328,0.689560063784988,0.7346938775510204,0.930160923949946,0.0005280829430126549,0.9301611545039727,0.0005280829430126549,14.694257433171469,0.8
2,2014-06-19,good_016,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.5732694581933733,0.4486531196227844,0.8640409148580805,0.6938775510204082,0.9663983017698377,0.0005718157211138236,0.9663985318245176,0.0005718157211138236,15.488736915694957,0.85
2,2014-06-19,good_017,good,True,True,False,,,,8.0,2.0,8.0,3.0,0.7272727272727273,0.45325528911512747,0.37685698359203745,0.6315180020023374,0.8163265306122449,0.7561449094286485,0.0005163940463285912,0.7561450668587002,0.0005163940463285912,12.163982702098629,0.7
2,2014-06-19,good_018,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.576575172165833,0.510130598533282,0.7316125106417856,0.30612244897959184,1.4347196914685196,0.0008323955391563883,1.4347200371308624,0.0008323955391563883,22.656559803762306,0.95
2,2014-06-19,good_019,good,True,True,True,,,,8.0,2.0,9.0,2.0,0.8181818181818182,0.6231919799033635,0.5506930786188634,0.7923560829005305,0.14285714285714285,1.8033136575370443,0.0008783129847671279,1.803314175305006,0.0008783129847671279,28.419325139474076,0.9
2,2014-06-19,medium_000,medium,True,True,True,,,,5.0,5.0,6.0,5.0,0.5454545454545454,0.6285347593978132,0.5538004365407667,0.8029148460642552,0.5510204081632653,1.2096527415083829,0.0006209795410225563,1.2096530715968636,0.0006209795410225563,19.19994087903167,0.95
2,2014-06-19,medium_001,medium,True,True,True,,,,5.0,5.0,6.0,5.0,0.5454545454545454,0.5412341633825145,0.5772514653365575,0.45719379215641437,0.08163265306122448,2.266872530643355,0.0009326369478343593,2.2668733075269665,0.0009326369478343593,35.682633105695196,0.9
